id,date,hour,season,is_weekend,is_holiday,temperature,temperature_feels,humidity,wind_speed,weather_code,bike_rented
11484,2016-04-29,08,0,0,0,7.5,3.5,61.5,28,2,very high
863,2015-02-08,23,3,1,0,4.5,1.5,78.5,14,1,low
76,2015-01-07,03,3,0,0,3.5,1,84,9,2,very low
70,2015-01-06,21,3,0,0,5,2,81,15,1,low
188,2015-01-11,20,3,1,0,8,4.5,71,26,7,low
3870,2015-06-14,16,1,1,0,17,17,64,17.5,4,very high
15247,2016-10-05,14,2,0,0,16,16,50,39,2,high
7912,2015-12-01,08,3,0,0,14,14,79.5,27,3,very high
4120,2015-06-25,02,1,0,0,15,15,72,16,1,very low
12615,2016-06-15,11,1,0,0,19.5,19.5,52.5,16,2,high
11639,2016-05-05,19,0,0,0,14,14,44,22,1,very high
855,2015-02-08,15,3,1,0,8,6,62,11,2,high
5570,2015-08-24,16,1,0,0,17,17,88,14,7,medium
5440,2015-08-19,06,1,0,0,15,15,77,13,1,medium
16775,2016-12-08,08,3,0,0,12,12,82,18.5,1,very high
16799,2016-12-09,08,3,0,0,13,13,88,15,3,very high
15410,2016-10-12,09,2,0,0,12.5,12.5,79.5,12,2,very high
4109,2015-06-24,15,1,0,0,23.5,23,41,23,3,high
14125,2016-08-18,07,1,0,0,16.5,16.5,85.5,9,1,very high
16353,2016-11-20,18,2,1,0,7,7,78.5,4,3,medium
14433,2016-08-31,03,1,0,0,17,17,73,6.5,1,very low
11912,2016-05-17,04,0,0,0,10.5,10.5,76.5,7.5,1,very low
9555,2016-02-08,06,3,0,0,8,4,66,32,2,low
10213,2016-03-06,17,0,1,0,4.5,3.5,78.5,6,2,medium
8392,2015-12-21,12,3,0,0,12.5,12.5,77,33,7,medium
14561,2016-09-07,00,2,0,0,19.5,19.5,80.5,6.5,3,low
5920,2015-09-08,06,2,0,0,11,11,88,3.5,2,medium
1997,2015-03-28,06,0,1,0,10,8.5,91,10,3,very low
3116,2015-05-14,03,0,0,0,9,6,87,19.5,1,very low
5509,2015-08-22,03,1,1,0,18,18,83,3,1,low
6670,2015-10-09,22,2,0,0,12,12,82,6.5,1,medium
4042,2015-06-21,20,1,1,0,19,19,49,24,2,high
5617,2015-08-26,15,1,0,0,19,19,85.5,24,7,low
9104,2016-01-20,04,3,0,0,-1,-3.5,75,6.5,1,very low
15667,2016-10-23,02,2,1,0,8.5,8,90,5,2,low
15688,2016-10-23,23,2,1,0,11,11,77,9,3,low
7348,2015-11-07,11,2,1,0,17.5,17.5,83,34,7,low
1096,2015-02-18,17,3,0,0,8,5,68.5,19.5,1,very high
16678,2016-12-04,07,3,1,0,2.5,1,90,7.5,1,very low
5994,2015-09-11,08,2,0,0,15.5,15.5,77,18,1,very high
6886,2015-10-19,04,2,0,0,12,12,88,5,4,very low
12914,2016-06-28,13,1,0,0,21,21,43,15,2,high
12669,2016-06-17,17,1,0,0,16.5,16.5,80,11,7,very high
3020,2015-05-10,03,0,1,0,10.5,9.5,82.5,11,1,low
10991,2016-04-08,19,0,0,0,11.5,11.5,62.5,17,1,high
15154,2016-10-01,17,2,1,0,13,13,72,11,7,high
12648,2016-06-16,20,1,0,0,16,16,83,7,7,high
13566,2016-07-25,17,1,0,0,23,22,41,24,1,very high
7983,2015-12-04,07,3,0,0,8,4.5,71,21.5,1,high
17290,2016-12-29,19,3,0,0,5.5,4,84,6.5,1,medium
106,2015-01-08,10,3,0,0,9,7,87,14,7,low
16042,2016-11-07,18,2,0,0,6,4.5,76,6.5,1,high
4865,2015-07-26,07,1,1,0,15.5,15.5,72,10,1,low
4420,2015-07-07,14,1,0,0,22.5,22.5,51.5,30.5,3,high
6127,2015-09-17,05,2,0,0,12.5,12.5,88,17,7,very low
6835,2015-10-17,01,2,1,0,12,12,82,15,4,low
2718,2015-04-27,13,0,0,0,12.5,12.5,41,5,1,high
6266,2015-09-23,01,2,0,0,11,11,85,16,1,very low
13214,2016-07-11,01,1,0,0,17,17,73,20,4,low
4207,2015-06-28,17,1,1,0,21.5,21.5,55,19.5,2,very high
11375,2016-04-24,19,0,1,0,9,7.5,60,12,7,medium
16451,2016-11-24,20,2,0,0,9,6,73.5,23,1,medium
15623,2016-10-21,06,2,0,0,10,8,88,15,2,medium
12181,2016-05-28,09,0,1,0,12,12,88,10,3,medium
16297,2016-11-18,10,2,0,0,7,4,66,19,2,medium
7844,2015-11-28,11,2,1,0,8.5,4.5,64,26,1,high
14336,2016-08-27,02,1,1,0,18.5,18.5,64,6.5,1,low
5940,2015-09-09,02,2,0,0,14,14,77,12,4,very low
2423,2015-04-15,06,0,0,0,12.5,12.5,67.5,7,1,medium
13668,2016-07-30,01,1,1,0,19,19,73,14,2,low
13984,2016-08-12,07,1,0,0,16.5,16.5,80,19.5,1,very high
9146,2016-01-21,22,3,0,0,5,3,70,9,1,low
5567,2015-08-24,13,1,0,0,17,17,88,16,7,medium
15670,2016-10-23,05,2,1,0,8,8,87,4,3,very low
12028,2016-05-22,00,0,1,0,15,15,77,18,2,medium
3622,2015-06-04,05,1,0,0,11.5,11.5,74.5,0,1,very low
6348,2015-09-26,11,2,1,0,15.5,15.5,59,9,2,very high
11032,2016-04-10,12,0,1,0,12,12,41,28,1,very high
4637,2015-07-16,16,1,0,0,23,23,57.5,27,2,very high
13327,2016-07-15,18,1,0,0,18,18,75.5,22,3,very high
6028,2015-09-13,02,2,1,0,13,13,77,8,1,low
14212,2016-08-21,22,1,1,0,18.5,18.5,80.5,19.5,7,low
5415,2015-08-18,05,1,0,0,16.5,16.5,61,14,1,very low
6329,2015-09-25,16,2,0,0,17,17,47,12,1,very high
4765,2015-07-22,03,1,0,0,16.5,16.5,77,13,1,very low
15928,2016-11-03,00,2,0,0,5.5,3.5,78.5,9,1,low
4577,2015-07-14,04,1,0,0,18,18,83,18,4,very low
14415,2016-08-30,09,1,0,0,20.5,20.5,58.5,6,1,very high
15310,2016-10-08,05,2,1,0,13,13,88,6,7,very low
9446,2016-02-03,10,3,0,0,6.5,1.5,66,32,3,medium
10102,2016-03-02,02,0,0,0,7,2.5,81.5,32.5,7,very low
5542,2015-08-23,12,1,1,0,20.5,20.5,75.5,12,7,high
13175,2016-07-09,10,1,1,0,21.5,21.5,64.5,19.5,2,high
14145,2016-08-19,03,1,0,0,17,17,88,8,3,very low
9700,2016-02-14,07,3,1,0,4,1,81,13,1,very low
5228,2015-08-10,10,1,0,0,22,22,65,17,3,high
6444,2015-09-30,11,2,0,0,16.5,16.5,59.5,29.5,2,high
12206,2016-05-29,10,0,1,0,13,13,79.5,18,4,high
9573,2016-02-09,00,3,0,0,7,3,66,24,2,very low
8328,2015-12-18,20,3,0,0,13,13,82,15,2,medium
16562,2016-11-29,11,2,0,0,5.5,4,73.5,6.5,1,medium
8310,2015-12-18,02,3,0,0,12,12,82,16,3,low
12052,2016-05-23,00,0,0,0,14,14,77,13,7,low
3619,2015-06-04,02,1,0,0,12.5,12.5,69.5,5,1,very low
356,2015-01-18,20,3,1,0,1.5,0.5,87,5.5,1,low
3578,2015-06-02,09,1,0,0,16,16,83,33,4,very high
3052,2015-05-11,11,0,0,0,20,20,56,22,2,high
15470,2016-10-14,21,2,0,0,12,12,77,7,4,medium
917,2015-02-11,06,3,0,0,5,3,78.5,8,3,low
14261,2016-08-23,23,1,0,0,22,22,73,10,1,medium
17273,2016-12-29,02,3,0,0,3,0,93,9,1,very low
8877,2016-01-10,17,3,1,0,6.5,3.5,76,16,1,medium
8457,2015-12-24,05,3,0,0,12,12,74.5,22,3,very low
14484,2016-09-03,19,2,1,0,18,18,88,20,7,medium
6076,2015-09-15,02,2,0,0,12,12,72,16,1,very low
8559,2015-12-28,11,3,0,1,13.5,13.5,61,15,1,medium
10281,2016-03-09,13,0,0,0,9.5,7.5,82,15.5,7,medium
1295,2015-02-27,00,3,0,0,5,2,66,16,1,very low
17143,2016-12-23,16,3,0,0,11,11,82,33,4,medium
9460,2016-02-04,00,3,0,0,5,2,78.5,16,1,very low
16413,2016-11-23,06,2,0,0,7,6.5,90,5,3,medium
13201,2016-07-10,12,1,1,0,19.5,19.5,80.5,23,3,very high
13843,2016-08-06,10,1,1,0,21,21,57,10,2,high
203,2015-01-12,11,3,0,0,12,12,74.5,39,3,medium
426,2015-01-21,18,3,0,0,3,0,87,11,4,very high
4651,2015-07-17,06,1,0,0,18.5,18.5,80.5,22,3,medium
11427,2016-04-26,23,0,0,0,5,1,73,20,7,low
5257,2015-08-11,15,1,0,0,21,21,50,7,2,very high
9123,2016-01-20,23,3,0,0,1,0,87,5,1,low
2845,2015-05-02,20,0,1,0,11,11,77,27,4,medium
11640,2016-05-05,20,0,0,0,14,14,48,15,1,high
8565,2015-12-28,17,3,0,1,11.5,11.5,69.5,18,1,medium
9036,2016-01-17,08,3,1,0,2,0,87,6.5,1,low
8518,2015-12-26,18,3,1,0,14.5,14.5,70,30.5,3,low
13582,2016-07-26,09,1,0,0,19.5,19.5,62,10,2,very high
3303,2015-05-21,22,0,0,0,15.5,15.5,48,17,1,medium
296,2015-01-16,08,3,0,0,7,4.5,61,15,3,very high
1827,2015-03-21,04,0,1,0,7.5,6,78.5,9,1,very low
4443,2015-07-08,13,1,0,0,19.5,19.5,66.5,17.5,7,high
6335,2015-09-25,22,2,0,0,12,12,74.5,4,1,medium
14079,2016-08-16,07,1,0,0,14.5,14.5,85,5,2,very high
10926,2016-04-06,01,0,0,0,9,6,58,19.5,1,very low
13606,2016-07-27,09,1,0,0,18.5,18.5,85.5,20,7,high
9545,2016-02-07,13,3,1,0,10,6,54,35,2,high
8842,2016-01-09,06,3,1,0,9,7.5,84.5,10,2,very low
13952,2016-08-10,23,1,0,0,17.5,17.5,57.5,13,1,low
2712,2015-04-27,07,0,0,0,5.5,4,70.5,6.5,1,very high
5520,2015-08-22,14,1,1,0,30,29.5,39,22,1,very high
1548,2015-03-09,13,0,0,0,10,7,82,21,3,medium
2379,2015-04-13,10,0,0,0,11,11,69.5,6.5,3,medium
2484,2015-04-17,19,0,0,0,10.5,9,69,22,1,high
8187,2015-12-12,23,3,1,0,13.5,13.5,74.5,32,3,low
6128,2015-09-17,06,2,0,0,11.5,11.5,85,13,1,medium
16301,2016-11-18,14,2,0,0,8,5,64,21,2,high
12628,2016-06-16,00,1,0,0,14,14,82,11,1,low
15679,2016-10-23,14,2,1,0,13,13,63,25,2,very high
5261,2015-08-11,19,1,0,0,19,19,70.5,9,7,high
12343,2016-06-04,03,1,1,0,12,12,94,6.5,3,low
17039,2016-12-19,08,3,0,0,7,6.5,87,5,4,very high
10206,2016-03-06,10,0,1,0,4,0,75,21,2,medium
1205,2015-02-23,06,3,0,0,6,3,76,16,1,low
3217,2015-05-18,08,0,0,0,11.5,11.5,82,20.5,7,very high
16525,2016-11-27,22,2,1,0,7,4.5,73.5,13,4,low
13841,2016-08-06,08,1,1,0,18.5,18.5,66,11,1,medium
6727,2015-10-12,07,2,0,0,10,9,76,8,3,very high
3851,2015-06-13,21,1,1,0,18,18,68,11,4,medium
8882,2016-01-10,22,3,1,0,7,4.5,81,16.5,1,low
16378,2016-11-21,19,2,0,0,12,12,79.5,12,7,high
5539,2015-08-23,09,1,1,0,22,22,55,20,1,medium
6177,2015-09-19,07,2,1,0,13,13,88,8,3,low
9530,2016-02-06,22,3,1,0,10,6,88,37,7,low
5049,2015-08-02,23,1,1,0,19,19,54,24,1,low
3583,2015-06-02,14,1,0,0,17.5,17.5,70.5,41,3,medium
4607,2015-07-15,10,1,0,0,21.5,21.5,73.5,16,7,medium
10007,2016-02-27,03,3,1,0,4,2,75,7,1,very low
4219,2015-06-29,05,1,0,0,15,15,77,12,1,very low
3814,2015-06-12,08,1,0,0,17,17,68,15,1,very high
1169,2015-02-21,18,3,1,0,5.5,2.5,65.5,18,2,medium
3041,2015-05-11,00,0,0,0,14,14,77,6.5,1,low
9924,2016-02-23,16,3,0,0,8,5.5,57,14,2,high
1021,2015-02-15,14,3,1,0,9,8.5,71,5,2,high
9654,2016-02-12,09,3,0,0,6,3,84,18,3,high
5656,2015-08-28,06,1,0,0,12.5,12.5,85,8,1,medium
10081,2016-03-01,05,0,0,0,7,3,87,26,4,very low
914,2015-02-11,03,3,0,0,5,2,81,11,4,very low
7809,2015-11-27,00,2,0,0,10,8,88,11,3,low
2309,2015-04-10,12,0,0,0,16,16,59.5,18,1,high
2869,2015-05-03,20,0,1,0,15,15,72,27,3,medium
10564,2016-03-21,08,0,0,0,9,8,76,9,3,very high
15963,2016-11-04,11,2,0,0,12,12,72,13,2,medium
6191,2015-09-19,22,2,1,0,14.5,14.5,74.5,2,1,medium
16460,2016-11-25,05,2,0,0,7,4,76,17,1,very low
11057,2016-04-11,13,0,0,0,14,14,67,15,2,medium
3452,2015-05-28,03,0,0,0,13,13,69.5,22,3,very low
11268,2016-04-20,08,0,0,0,8.5,6,79,15,2,very high
5252,2015-08-11,10,1,0,0,17.5,17.5,62,3,2,high
11396,2016-04-25,16,0,0,0,9.5,8.5,74.5,18.5,7,medium
8696,2016-01-03,04,3,1,0,8,5,71,17,2,very low
16280,2016-11-17,17,2,0,0,10,6,67,33,7,very high
7998,2015-12-04,22,3,0,0,12,12,72,28.5,2,low
4559,2015-07-13,10,1,0,0,18,18,88,13,7,medium
14984,2016-09-24,15,2,1,0,22,21,47,22,1,very high
3228,2015-05-18,19,0,0,0,13.5,13.5,46,34,2,very high
6238,2015-09-21,21,2,0,0,14,14,85,17,2,medium
13419,2016-07-19,14,1,0,0,32,32,38,18,1,high
5119,2015-08-05,21,1,0,0,17,17,80,5,2,high
962,2015-02-13,03,3,0,0,5,2,87,13,7,very low
651,2015-01-31,03,3,1,0,1,-3.5,87,17,1,very low
1852,2015-03-22,05,0,1,0,4,1,75,12,4,very low
189,2015-01-11,21,3,1,0,8,4,71,30,7,low
8289,2015-12-17,05,3,0,0,14,14,72,19,1,very low
11418,2016-04-26,14,0,0,0,8,5,53,19.5,10,medium
10332,2016-03-11,16,0,0,0,9.5,7.5,64,12,1,medium
6105,2015-09-16,07,2,0,0,14,14,94,18,7,very high
2239,2015-04-07,14,0,0,0,16.5,16.5,46.5,6.5,1,high
15961,2016-11-04,09,2,0,0,10.5,9.5,71.5,12,1,very high
1064,2015-02-17,09,3,0,0,5,2,76,17,1,high
15027,2016-09-26,10,2,0,0,16,16,68,10,2,high
1186,2015-02-22,11,3,1,0,7,3,66,22,2,high
12249,2016-05-31,05,0,0,0,12,12,82,27,4,very low
4202,2015-06-28,12,1,1,0,19.5,19.5,62,20,7,high
16824,2016-12-10,09,3,1,0,13,13,91,11,4,medium
5744,2015-08-31,22,1,0,1,15,15,88,11,4,low
10975,2016-04-08,03,0,0,0,6,4,90,9,1,very low
11460,2016-04-28,08,0,0,0,5.5,3,68.5,12,1,very high
15079,2016-09-28,14,2,0,0,21.5,21.5,62.5,25,2,high
4653,2015-07-17,08,1,0,0,20.5,20.5,71,22,3,very high
12870,2016-06-26,17,1,1,0,19.5,19.5,56,28,2,very high
8148,2015-12-11,04,3,0,0,11,11,79.5,22,3,very low
11271,2016-04-20,11,0,0,0,12,12,58,25,2,medium
7312,2015-11-05,23,2,0,0,15,15,88,17,4,low
10626,2016-03-23,22,0,0,0,9,8,62,6.5,4,low
11831,2016-05-13,19,0,0,0,11.5,11.5,69.5,21,3,high
15253,2016-10-05,20,2,0,0,13,13,65,22,2,high
11853,2016-05-14,17,0,1,0,12.5,12.5,44,13,3,very high
16795,2016-12-09,04,3,0,0,13,13,88,14,4,very low
5829,2015-09-04,11,2,0,0,15,15,63,17,3,medium
13011,2016-07-02,14,1,1,0,18.5,18.5,52,27,2,very high
2992,2015-05-08,23,0,0,0,14,14,79.5,17,4,low
14648,2016-09-10,15,2,1,0,20,20,83,21.5,7,medium
12397,2016-06-06,09,1,0,0,14.5,14.5,70,16,1,very high
2178,2015-04-05,01,0,1,0,7,7,81,4,4,low
4806,2015-07-23,20,1,0,0,20,20,43,13,1,high
1707,2015-03-16,04,0,0,0,6,5,87,4.5,7,very low
3153,2015-05-15,16,0,0,0,16,16,50,12,2,very high
15259,2016-10-06,02,2,0,0,13,13,61,14,4,very low
3785,2015-06-11,03,1,0,0,11,11,82,6.5,1,very low
205,2015-01-12,13,3,0,0,12,12,79.5,29.5,3,medium
2714,2015-04-27,09,0,0,0,8.5,6.5,64,10,2,very high
1610,2015-03-12,03,0,0,0,7.5,5.5,81.5,10,3,very low
37,2015-01-05,12,3,0,0,10,8,85,11,3,medium
15956,2016-11-04,04,2,0,0,9,7.5,76,10,4,very low
2598,2015-04-22,13,0,0,0,13.5,13.5,67,27,3,high
15898,2016-11-01,18,2,0,0,11,11,77,13,3,very high
7362,2015-11-08,01,2,1,0,12,12,82,9,1,low
1055,2015-02-17,00,3,0,0,5.5,2.5,81,17,1,very low
12659,2016-06-17,07,1,0,0,14,14,88,10,3,high
14354,2016-08-27,20,1,1,0,22,22,75.5,8,1,high
12830,2016-06-25,01,1,1,0,15,15,77,17,1,low
4048,2015-06-22,02,1,0,0,13,13,82,22,7,very low
12904,2016-06-28,03,1,0,0,15,15,65.5,6.5,1,very low
14385,2016-08-29,03,1,0,1,17,17,83,8,2,low
11537,2016-05-01,13,0,1,0,15.5,15.5,32.5,15,1,very high
12677,2016-06-18,01,1,1,0,14,14,88,13,1,low
6882,2015-10-19,00,2,0,0,12,12,82,5.5,3,low
13535,2016-07-24,10,1,1,0,22.5,22.5,61,19.5,2,high
4366,2015-07-05,08,1,1,0,17.5,17.5,72.5,11,7,low
4018,2015-06-20,20,1,1,0,18,18,88,9,3,medium
13672,2016-07-30,05,1,1,0,17.5,17.5,80.5,7,4,very low
13581,2016-07-26,08,1,0,0,18.5,18.5,66,10,2,very high
2561,2015-04-21,00,0,0,0,8.5,7.5,68.5,7.5,1,very low
7901,2015-11-30,21,2,0,0,13,13,88,27,7,low
117,2015-01-08,21,3,0,0,8,4.5,76,20.5,1,low
10129,2016-03-03,05,0,0,0,5,0,76,28,3,very low
15695,2016-10-24,06,2,0,0,10.5,9.5,79.5,14,7,low
13979,2016-08-12,02,1,0,0,18,18,78,15,3,very low
10889,2016-04-04,12,0,0,0,13,13,63,18,2,medium
10486,2016-03-18,02,0,0,0,4,1.5,87,9,3,very low
13442,2016-07-20,13,1,0,0,27,28,56,26,1,high
7806,2015-11-26,21,2,0,0,10,9,91,9,3,medium
17023,2016-12-18,16,3,1,0,8.5,7.5,90,6.5,4,high
13818,2016-08-05,09,1,0,0,18,18,68,15,2,very high
8301,2015-12-17,17,3,0,0,14,14,77,15,7,very high
7503,2015-11-13,22,2,0,0,9,5.5,68.5,27,1,low
10288,2016-03-09,20,0,0,0,7,5,84,13,3,medium
15171,2016-10-02,10,2,1,0,13.5,13.5,72,17,3,high
8763,2016-01-05,23,3,0,0,6,5,93,5.5,2,low
8149,2015-12-11,05,3,0,0,11,11,77,20,2,very low
7046,2015-10-25,20,2,1,0,8,6,76,9,1,medium
2681,2015-04-26,00,0,1,0,12,12,88,12,4,low
4849,2015-07-25,15,1,1,0,19.5,19.5,44.5,22,1,very high
7886,2015-11-30,05,2,0,0,9,8,84.5,6.5,7,very low
8218,2015-12-14,06,3,0,0,9,8,82,8,3,low
10135,2016-03-03,11,0,0,0,7.5,5,57,14,2,medium
11663,2016-05-06,19,0,0,0,17.5,17.5,55.5,20.5,1,very high
13621,2016-07-28,00,1,0,0,19.5,19.5,62,9.5,3,low
17052,2016-12-19,21,3,0,0,7.5,5,90,14,3,low
10247,2016-03-08,03,0,0,0,1.5,-1.5,78,11,1,very low
11618,2016-05-04,22,0,0,0,11.5,11.5,29,9,1,medium
17006,2016-12-17,23,3,1,0,8,8,93,0,4,low
8178,2015-12-12,14,3,1,0,14,14,67,33,3,high
4599,2015-07-15,02,1,0,0,18,18,88,13,3,very low
13257,2016-07-12,20,1,0,0,15,15,82,17,2,high
10465,2016-03-17,05,0,0,0,3,1.5,90,6.5,1,very low
3921,2015-06-16,19,1,0,0,21,21,57,11,1,very high
14187,2016-08-20,21,1,1,0,17,17,77,24,7,low
12564,2016-06-13,08,1,0,0,17,17,77,16,3,very high
1038,2015-02-16,07,3,0,0,5,2.5,93,10,3,high
11023,2016-04-10,03,0,1,0,5,4.5,75.5,5,1,low
399,2015-01-20,15,3,0,0,4,1,75,13,2,medium
16476,2016-11-25,21,2,0,0,7,4,81,16,1,low
11914,2016-05-17,06,0,0,0,11,11,69.5,7,1,medium
1271,2015-02-26,00,3,0,0,10,8,88,16,3,very low
16417,2016-11-23,10,2,0,0,8,7,84.5,6.5,1,medium
13356,2016-07-16,23,1,1,0,21,21,75.5,18.5,2,medium
7044,2015-10-25,18,2,1,0,9.5,8.5,69,9,1,high
2725,2015-04-27,20,0,0,0,12,12,38,22,1,medium
6225,2015-09-21,08,2,0,0,15.5,15.5,79.5,12,3,very high
2370,2015-04-13,01,0,0,0,9,8,71,7.5,4,very low
11668,2016-05-07,00,0,1,0,13.5,13.5,79.5,13,1,low
13058,2016-07-04,13,1,0,0,20.5,20.5,53,19,3,high
5827,2015-09-04,09,2,0,0,14,14,69.5,15,2,very high
1746,2015-03-17,19,0,0,0,10,8,82,13,3,high
14165,2016-08-19,23,1,0,0,17,17,83,17,1,medium
14218,2016-08-22,04,1,0,0,18,18,83,21,2,very low
5460,2015-08-20,02,1,0,0,16,16,94,11,7,very low
16550,2016-11-28,23,2,0,0,2.5,1,84,6.5,1,low
3896,2015-06-15,18,1,0,0,16,16,55,18,1,very high
13414,2016-07-19,09,1,0,0,24.5,24.5,65,11,1,very high
12869,2016-06-26,16,1,1,0,20,20,53,25,2,very high
7467,2015-11-12,10,2,0,0,15,15,79.5,18.5,2,medium
11837,2016-05-14,01,0,1,0,9.5,7,69,19.5,4,low
7681,2015-11-21,16,2,1,0,5,0,61,28,1,medium
17075,2016-12-20,20,3,0,0,6,3,81,13,1,medium
9518,2016-02-06,10,3,1,0,12,12,72,33,4,medium
5318,2015-08-14,04,1,0,0,18.5,18.5,97,6.5,4,very low
11695,2016-05-08,03,0,1,0,14,14,72,8,1,low
4241,2015-06-30,03,1,0,0,17,17,70.5,9,1,very low
15188,2016-10-03,03,2,0,0,9.5,9.5,88,5,1,very low
17362,2017-01-01,19,3,1,0,5,2,93,15,7,very low
1733,2015-03-17,06,0,0,0,6,5.5,100,3,2,low
15018,2016-09-26,01,2,0,0,13,13,77,9,1,very low
6641,2015-10-08,16,2,0,0,16,16,53.5,6,1,high
7065,2015-10-26,16,2,0,0,14,14,82,14,3,high
2174,2015-04-04,21,0,1,0,8,7,71,6,1,low
1685,2015-03-15,06,0,1,0,6,3,87,17,7,very low
8609,2015-12-30,13,3,0,0,13,13,55,29.5,1,medium
15551,2016-10-18,06,2,0,0,12,12,82,17,1,medium
16565,2016-11-29,14,2,0,0,7,4,49,17,1,medium
5885,2015-09-06,19,2,1,0,18,18,52,10,1,high
355,2015-01-18,19,3,1,0,2,-0.5,87,8,1,low
5315,2015-08-14,01,1,0,0,18,18,94,5,3,low
7103,2015-10-28,06,2,0,0,13,13,94,12,7,low
8754,2016-01-05,14,3,0,0,10,9.5,82,7.5,2,medium
5366,2015-08-16,04,1,1,0,14,14,72,5,1,low
17213,2016-12-26,14,3,0,1,9,6,58,23,1,high
1446,2015-03-05,07,0,0,0,3.5,0.5,75,12,1,very high
733,2015-02-03,13,3,0,0,4,0,75,17,2,medium
3099,2015-05-13,10,0,0,0,16,16,45,9,1,high
8753,2016-01-05,13,3,0,0,10.5,9.5,79.5,10,2,medium
15358,2016-10-10,05,2,0,0,8,7.5,87,5.5,1,very low
1315,2015-02-27,20,3,0,0,6.5,4.5,73.5,12,1,medium
3186,2015-05-17,01,0,1,0,12,12,56,13,1,low
5404,2015-08-17,18,1,0,0,20,20,44.5,15,1,very high
12350,2016-06-04,10,1,1,0,14,14,91,9,3,high
734,2015-02-03,14,3,0,0,4,0.5,78,17,2,medium
15875,2016-10-31,19,2,0,0,13,13,88,7,1,very high
6465,2015-10-01,08,2,0,0,12.5,12.5,79.5,12,1,very high
1765,2015-03-18,14,0,0,0,9,6,66,18,2,medium
13295,2016-07-14,10,1,0,0,17,17,59,14,2,high
10158,2016-03-04,10,0,0,0,6.5,3,53,20,2,medium
14758,2016-09-15,05,2,0,0,18,18,83,2,1,low
12288,2016-06-01,20,1,0,0,12.5,12.5,91,19.5,3,high
11703,2016-05-08,11,0,1,0,23.5,23.5,44,19,1,very high
7872,2015-11-29,15,2,1,0,14,14,67,46,3,medium
3652,2015-06-05,14,1,0,0,24.5,24.5,47,20.5,1,high
1019,2015-02-15,12,3,1,0,8,7,82,6.5,3,high
3984,2015-06-19,10,1,0,0,15,15,63,18,3,high
480,2015-01-24,00,3,1,0,8,4.5,93,22.5,7,low
10880,2016-04-04,03,0,0,0,10,9,88,8,2,very low
13101,2016-07-06,08,1,0,0,15.5,15.5,61,13,1,very high
11083,2016-04-12,15,0,0,0,17,17,35.5,17,1,high
7987,2015-12-04,11,3,0,0,11.5,11.5,69.5,23,2,medium
2203,2015-04-06,02,0,0,1,6,4.5,76,6.5,1,very low
2892,2015-05-04,19,0,0,1,15,15,68,16,2,high
8500,2015-12-26,00,3,1,0,16,16,72,31.5,3,low
9543,2016-02-07,11,3,1,0,10,6,58,38,3,high
13717,2016-08-01,03,1,0,0,16.5,16.5,63.5,10,2,very low
3342,2015-05-23,13,0,1,0,13.5,13.5,75.5,21,7,medium
9618,2016-02-10,21,3,0,0,5,2.5,76,10,1,low
15994,2016-11-05,18,2,1,0,8,5,62,19.5,3,medium
6332,2015-09-25,19,2,0,0,15,15,57,4,1,high
6826,2015-10-16,16,2,0,0,13.5,13.5,74.5,19.5,3,very high
14387,2016-08-29,05,1,0,1,16,16,83,11,4,very low
10727,2016-03-28,18,0,0,1,8,5,84.5,15,7,medium
1184,2015-02-22,09,3,1,0,4.5,1.5,72.5,13,1,low
11896,2016-05-16,12,0,0,0,16,16,53.5,7,3,high
5253,2015-08-11,11,1,0,0,19,19,54,6,2,high
5648,2015-08-27,22,1,0,0,15,15,82,12,1,medium
2536,2015-04-19,23,0,1,0,8.5,6.5,73.5,10,1,low
7603,2015-11-18,10,2,0,0,14.5,14.5,67.5,30.5,3,medium
5088,2015-08-04,14,1,0,0,20.5,20.5,47.5,27,3,high
6447,2015-09-30,14,2,0,0,18,18,41.5,32,1,high
10557,2016-03-21,01,0,0,0,8,7.5,82,5.5,1,very low
7438,2015-11-11,05,2,0,0,15,15,68,18.5,4,very low
4573,2015-07-14,00,1,0,0,19,19,78,26,4,low
4010,2015-06-20,12,1,1,0,17.5,17.5,68,12,4,very high
2098,2015-04-01,16,0,0,0,10.5,8.5,50.5,33,2,high
3079,2015-05-12,14,0,0,0,18,18,40,31.5,2,high
4115,2015-06-24,21,1,0,0,19,19,52,14,1,high
8005,2015-12-05,05,3,1,0,12,12,72,31.5,2,very low
15120,2016-09-30,07,2,0,0,13,13,77,12,1,very high
15951,2016-11-03,23,2,0,0,8.5,7.5,79,6.5,2,low
4307,2015-07-02,21,1,0,0,21,21,64,19,1,high
17230,2016-12-27,07,3,0,1,2.5,-1,84,12,1,very low
11724,2016-05-09,08,0,0,0,17.5,17.5,66,15,1,very high
17256,2016-12-28,09,3,0,0,0.5,-1.5,100,6.5,4,medium
16374,2016-11-21,15,2,0,0,12,12,74.5,20.5,2,medium
15201,2016-10-03,16,2,0,0,18,18,40,12,1,very high
14356,2016-08-27,22,1,1,0,22,22,75.5,8.5,1,medium
13301,2016-07-14,16,1,0,0,20,20,47.5,17,1,very high
4495,2015-07-10,17,1,0,0,25.5,24.5,26,18,1,very high
17111,2016-12-22,08,3,0,0,5,2,100,13,4,very high
17248,2016-12-28,01,3,0,0,1,-1,96.5,6,1,very low
3828,2015-06-12,22,1,0,0,18,18,88,10,2,medium
